review_id,item_id,product_name,rating,review,sentiment
REV00411,IKEA00043,ALEX,5,Good quality and durable.,Positive
REV00412,IKEA00755,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00413,IKEA00858,BILLY,5,Looks great in my room.,Positive
REV00414,IKEA00894,MICKE,5,Very useful and practical furniture.,Positive
REV00415,IKEA00138,BILLY,3,Assembly takes some time.,Neutral
REV00416,IKEA00733,EKET,5,Beautiful Scandinavian design.,Positive
REV00417,IKEA00499,MICKE,5,Excellent product for the price.,Positive
REV00418,IKEA00248,BILLY,2,Assembly instructions could be better.,Positive
REV00419,IKEA01169,TROFAST,4,Excellent product for the price.,Positive
REV00420,IKEA00914,MALM,5,Beautiful Scandinavian design.,Positive
REV00421,IKEA00765,IVAR,5,Very useful and practical furniture.,Positive
REV00422,IKEA00137,HEMNES,5,Good quality and durable.,Positive
REV00423,IKEA00380,MICKE,5,Very good quality and easy to assemble.,Positive
REV00424,IKEA01147,TROFAST,2,Quality was average.,Negative
REV00425,IKEA00302,POANG,4,Good quality and durable.,Positive
REV00426,IKEA00801,ALEX,1,Assembly instructions could be better.,Positive
REV00427,IKEA01045,BESTA,5,Very good quality and easy to assemble.,Positive
REV00428,IKEA01075,ALEX,5,Beautiful Scandinavian design.,Positive
REV00429,IKEA01087,HEMNES,1,Quality was average.,Negative
REV00430,IKEA00655,TROFAST,5,Perfect for a small apartment.,Positive
REV00431,IKEA00984,BILLY,5,Excellent product for the price.,Positive
REV00432,IKEA00973,LACK,5,Excellent product for the price.,Positive
REV00433,IKEA00203,TROFAST,4,Beautiful Scandinavian design.,Positive
REV00434,IKEA01109,PAX,5,Very good quality and easy to assemble.,Positive
REV00435,IKEA00300,ALEX,5,Perfect for a small apartment.,Positive
REV00436,IKEA01045,BESTA,3,Overall good product.,Positive
REV00437,IKEA00979,MALM,5,Very good quality and easy to assemble.,Positive
REV00438,IKEA01160,POANG,4,Good quality and durable.,Positive
REV00439,IKEA00847,BRIMNES,5,Looks great in my room.,Positive
REV00440,IKEA00462,MICKE,5,Very useful and practical furniture.,Positive
REV00441,IKEA00123,MICKE,5,Very good quality and easy to assemble.,Positive
REV00442,IKEA00657,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00443,IKEA00395,LACK,5,Looks great in my room.,Positive
REV00444,IKEA00801,ALEX,4,Perfect for a small apartment.,Positive
REV00445,IKEA00461,MICKE,5,Excellent product for the price.,Positive
REV00446,IKEA00982,EKET,5,Perfect for a small apartment.,Positive
REV00447,IKEA01044,BILLY,5,Good quality and durable.,Positive
REV00448,IKEA00323,EKET,4,Beautiful Scandinavian design.,Positive
REV00449,IKEA00590,BILLY,5,Very good quality and easy to assemble.,Positive
REV00450,IKEA00887,TROFAST,5,Very useful and practical furniture.,Positive
REV00451,IKEA00136,HEMNES,5,Good quality and durable.,Positive
REV00452,IKEA00299,MICKE,5,Very good quality and easy to assemble.,Positive
REV00453,IKEA00757,ALEX,4,Looks great in my room.,Positive
REV00454,IKEA00952,POANG,5,Looks great in my room.,Positive
REV00455,IKEA00622,HEMNES,5,Beautiful Scandinavian design.,Positive
REV00456,IKEA00670,HEMNES,5,Perfect for a small apartment.,Positive
REV00457,IKEA00963,POANG,5,Very useful and practical furniture.,Positive
REV00458,IKEA01148,EKET,5,Beautiful Scandinavian design.,Positive
REV00459,IKEA01176,EKET,3,Assembly takes some time.,Neutral
REV00460,IKEA00187,TROFAST,5,Looks great in my room.,Positive
REV00461,IKEA01092,HEMNES,5,Good quality and durable.,Positive
REV00462,IKEA00129,MALM,4,Looks great in my room.,Positive
REV00463,IKEA00556,POANG,5,Beautiful Scandinavian design.,Positive
REV00464,IKEA01052,IVAR,4,Looks great in my room.,Positive
REV00465,IKEA00491,EKET,5,Looks great in my room.,Positive
REV00466,IKEA00628,PAX,4,Looks great in my room.,Positive
REV00467,IKEA01061,BESTA,5,Looks great in my room.,Positive
REV00468,IKEA00541,BRIMNES,5,Good quality and durable.,Positive
REV00469,IKEA00386,BILLY,5,Perfect for a small apartment.,Positive
REV00470,IKEA00286,EKET,5,Good quality and durable.,Positive
REV00471,IKEA00605,EKET,4,Good quality and durable.,Positive
REV00472,IKEA00741,MALM,5,Beautiful Scandinavian design.,Positive
REV00473,IKEA00658,HEMNES,4,Very useful and practical furniture.,Positive
REV00474,IKEA01192,ALEX,5,Very good quality and easy to assemble.,Positive
REV00475,IKEA00597,IVAR,5,Excellent product for the price.,Positive
REV00476,IKEA00691,MALM,4,Good quality and durable.,Positive
REV00477,IKEA01018,HEMNES,4,Very useful and practical furniture.,Positive
REV00478,IKEA00992,ALEX,5,Beautiful Scandinavian design.,Positive
REV00479,IKEA00941,BESTA,5,Excellent product for the price.,Positive
REV00480,IKEA00522,MALM,5,Looks great in my room.,Positive
REV00481,IKEA00255,HEMNES,5,Perfect for a small apartment.,Positive
REV00482,IKEA01128,MALM,5,Very good quality and easy to assemble.,Positive
REV00483,IKEA00137,HEMNES,4,Looks great in my room.,Positive
REV00484,IKEA01014,PAX,5,Beautiful Scandinavian design.,Positive
REV00485,IKEA01196,BESTA,5,Beautiful Scandinavian design.,Positive
REV00486,IKEA01163,LACK,4,Looks great in my room.,Positive
REV00487,IKEA00105,EKET,5,Good quality and durable.,Positive
REV00488,IKEA01003,EKET,5,Very useful and practical furniture.,Positive
REV00489,IKEA00896,BILLY,4,Very good quality and easy to assemble.,Positive
REV00490,IKEA00287,KALLAX,4,Looks great in my room.,Positive
REV00491,IKEA00112,EKET,2,Assembly instructions could be better.,Positive
REV00492,IKEA00569,HEMNES,3,Size was as expected.,Neutral
REV00493,IKEA00550,LACK,3,Overall good product.,Positive
REV00494,IKEA00867,BILLY,4,Good quality and durable.,Positive
REV00495,IKEA01161,LACK,3,Overall good product.,Positive
REV00496,IKEA00692,EKET,5,Good quality and durable.,Positive
REV00497,IKEA00568,BESTA,4,Excellent product for the price.,Positive
REV00498,IKEA00473,BRIMNES,4,Beautiful Scandinavian design.,Positive
REV00499,IKEA01169,TROFAST,5,Beautiful Scandinavian design.,Positive
REV00500,IKEA00725,BRIMNES,5,Excellent product for the price.,Positive
REV00501,IKEA00048,PAX,5,Looks great in my room.,Positive
REV00502,IKEA00451,PAX,4,Perfect for a small apartment.,Positive
REV00503,IKEA00785,MICKE,4,Beautiful Scandinavian design.,Positive
REV00504,IKEA00036,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00505,IKEA01170,ALEX,5,Looks great in my room.,Positive
REV00506,IKEA00996,POANG,3,Decent quality for the price.,Positive
REV00507,IKEA00833,BILLY,4,Very useful and practical furniture.,Positive
REV00508,IKEA00340,HEMNES,5,Excellent product for the price.,Positive
REV00509,IKEA00573,EKET,3,Decent quality for the price.,Positive
REV00510,IKEA00632,MICKE,4,Perfect for a small apartment.,Positive
REV00511,IKEA00792,BILLY,4,Excellent product for the price.,Positive
REV00512,IKEA00206,KALLAX,5,Very useful and practical furniture.,Positive
REV00513,IKEA00910,BESTA,4,Good quality and durable.,Positive
REV00514,IKEA00788,POANG,5,Perfect for a small apartment.,Positive
REV00515,IKEA00779,BRIMNES,2,Some parts were difficult to assemble.,Negative
REV00516,IKEA00421,MICKE,5,Very useful and practical furniture.,Positive
REV00517,IKEA00895,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00518,IKEA00702,BESTA,4,Very useful and practical furniture.,Positive
REV00519,IKEA01040,MICKE,5,Perfect for a small apartment.,Positive
REV00520,IKEA00906,BILLY,5,Looks great in my room.,Positive
REV00521,IKEA00296,PAX,5,Beautiful Scandinavian design.,Positive
REV00522,IKEA00774,PAX,4,Very useful and practical furniture.,Positive
REV00523,IKEA00425,MICKE,4,Looks great in my room.,Positive
REV00524,IKEA00830,EKET,4,Good quality and durable.,Positive
REV00525,IKEA00596,BILLY,5,Very useful and practical furniture.,Positive
REV00526,IKEA00962,POANG,5,Good quality and durable.,Positive
REV00527,IKEA01154,POANG,4,Good quality and durable.,Positive
REV00528,IKEA00133,HEMNES,5,Perfect for a small apartment.,Positive
REV00529,IKEA00045,LACK,4,Looks great in my room.,Positive
REV00530,IKEA00737,LACK,4,Very useful and practical furniture.,Positive
REV00531,IKEA00894,MICKE,5,Very useful and practical furniture.,Positive
REV00532,IKEA00184,TROFAST,4,Looks great in my room.,Positive
REV00533,IKEA00469,TROFAST,4,Looks great in my room.,Positive
REV00534,IKEA00981,MICKE,4,Excellent product for the price.,Positive
REV00535,IKEA01200,EKET,5,Beautiful Scandinavian design.,Positive
REV00536,IKEA01088,BESTA,5,Perfect for a small apartment.,Positive
REV00537,IKEA00075,KALLAX,5,Looks great in my room.,Positive
REV00538,IKEA00099,MICKE,5,Very good quality and easy to assemble.,Positive
REV00539,IKEA00326,BILLY,3,Size was as expected.,Neutral
REV00540,IKEA00103,EKET,4,Beautiful Scandinavian design.,Positive
REV00541,IKEA00523,MALM,5,Looks great in my room.,Positive
REV00542,IKEA00291,LACK,5,Looks great in my room.,Positive
REV00543,IKEA00381,BILLY,4,Looks great in my room.,Positive
REV00544,IKEA00342,MALM,5,Excellent product for the price.,Positive
REV00545,IKEA00189,PAX,5,Beautiful Scandinavian design.,Positive
REV00546,IKEA00361,IVAR,4,Very useful and practical furniture.,Positive
REV00547,IKEA00867,BILLY,5,Excellent product for the price.,Positive
REV00548,IKEA00036,HEMNES,5,Excellent product for the price.,Positive
REV00549,IKEA00158,EKET,3,Overall good product.,Positive
REV00550,IKEA00552,BRIMNES,5,Excellent product for the price.,Positive
REV00551,IKEA01094,IVAR,3,The product is good.,Positive
REV00552,IKEA01134,POANG,5,Good quality and durable.,Positive
REV00553,IKEA00367,BRIMNES,4,Excellent product for the price.,Positive
REV00554,IKEA00504,EKET,5,Looks great in my room.,Positive
REV00555,IKEA00352,PAX,5,Beautiful Scandinavian design.,Positive
REV00556,IKEA00043,ALEX,5,Very good quality and easy to assemble.,Positive
REV00557,IKEA00807,BRIMNES,3,Overall good product.,Positive
REV00558,IKEA00961,BESTA,4,Excellent product for the price.,Positive
REV00559,IKEA00496,EKET,5,Perfect for a small apartment.,Positive
REV00560,IKEA00753,MALM,5,Looks great in my room.,Positive
REV00561,IKEA00948,BILLY,4,Excellent product for the price.,Positive
REV00562,IKEA00226,LACK,5,Excellent product for the price.,Positive
REV00563,IKEA00087,ALEX,3,The product is good.,Positive
REV00564,IKEA00279,EKET,1,Not completely satisfied.,Negative
REV00565,IKEA01084,BILLY,5,Good quality and durable.,Positive
REV00566,IKEA00809,MICKE,5,Good quality and durable.,Positive
REV00567,IKEA00828,MALM,5,Very useful and practical furniture.,Positive
REV00568,IKEA01065,IVAR,4,Beautiful Scandinavian design.,Positive
REV00569,IKEA01183,BRIMNES,5,Good quality and durable.,Positive
REV00570,IKEA00830,EKET,5,Beautiful Scandinavian design.,Positive
REV00571,IKEA00835,BRIMNES,4,Perfect for a small apartment.,Positive
REV00572,IKEA01024,BESTA,3,Overall good product.,Positive
REV00573,IKEA00424,BRIMNES,3,Assembly takes some time.,Neutral
REV00574,IKEA00612,BRIMNES,3,The product is good.,Positive
REV00575,IKEA00784,POANG,4,Looks great in my room.,Positive
REV00576,IKEA00049,MALM,4,Excellent product for the price.,Positive
REV00577,IKEA00033,EKET,4,Perfect for a small apartment.,Positive
REV00578,IKEA00302,POANG,4,Beautiful Scandinavian design.,Positive
REV00579,IKEA00287,KALLAX,5,Looks great in my room.,Positive
REV00580,IKEA00812,PAX,4,Very good quality and easy to assemble.,Positive
REV00581,IKEA00466,MICKE,5,Looks great in my room.,Positive
REV00582,IKEA00997,PAX,4,Good quality and durable.,Positive
REV00583,IKEA00953,KALLAX,4,Excellent product for the price.,Positive
REV00584,IKEA00949,LACK,3,Overall good product.,Positive
REV00585,IKEA00503,HEMNES,5,Good quality and durable.,Positive
REV00586,IKEA00208,ALEX,4,Very good quality and easy to assemble.,Positive
REV00587,IKEA00718,MALM,5,Very useful and practical furniture.,Positive
REV00588,IKEA00888,EKET,3,Assembly takes some time.,Neutral
REV00589,IKEA00727,MICKE,5,Beautiful Scandinavian design.,Positive
REV00590,IKEA00978,POANG,2,Not completely satisfied.,Negative
REV00591,IKEA00139,BRIMNES,4,Excellent product for the price.,Positive
REV00592,IKEA00636,HEMNES,5,Excellent product for the price.,Positive
REV00593,IKEA00023,BILLY,5,Excellent product for the price.,Positive
REV00594,IKEA01151,BRIMNES,4,Very good quality and easy to assemble.,Positive
REV00595,IKEA01044,BILLY,4,Beautiful Scandinavian design.,Positive
REV00596,IKEA00761,PAX,2,Not completely satisfied.,Negative
REV00597,IKEA00685,MICKE,5,Very useful and practical furniture.,Positive
REV00598,IKEA00711,POANG,5,Looks great in my room.,Positive
REV00599,IKEA00754,MALM,3,Size was as expected.,Neutral
REV00600,IKEA01200,EKET,3,The product is good.,Positive
REV00601,IKEA00999,HEMNES,4,Beautiful Scandinavian design.,Positive
REV00602,IKEA00075,KALLAX,5,Beautiful Scandinavian design.,Positive
REV00603,IKEA01160,POANG,5,Excellent product for the price.,Positive
REV00604,IKEA00774,PAX,4,Good quality and durable.,Positive
REV00605,IKEA00901,PAX,5,Good quality and durable.,Positive
REV00606,IKEA00548,BILLY,3,Decent quality for the price.,Positive
REV00607,IKEA00191,LACK,5,Looks great in my room.,Positive
REV00608,IKEA00808,IVAR,4,Very good quality and easy to assemble.,Positive
REV00609,IKEA00621,POANG,1,Quality was average.,Negative
REV00610,IKEA00399,MICKE,4,Excellent product for the price.,Positive
REV00611,IKEA00856,MICKE,5,Excellent product for the price.,Positive
REV00612,IKEA00875,BRIMNES,5,Looks great in my room.,Positive
REV00613,IKEA00432,KALLAX,1,Assembly instructions could be better.,Positive
REV00614,IKEA00335,LACK,5,Looks great in my room.,Positive
REV00615,IKEA00989,BESTA,5,Excellent product for the price.,Positive
REV00616,IKEA00960,KALLAX,5,Excellent product for the price.,Positive
REV00617,IKEA01011,POANG,3,The product is good.,Positive
REV00618,IKEA00702,BESTA,5,Looks great in my room.,Positive
REV00619,IKEA00961,BESTA,5,Looks great in my room.,Positive
REV00620,IKEA01182,TROFAST,5,Perfect for a small apartment.,Positive
REV00621,IKEA00678,LACK,5,Looks great in my room.,Positive
REV00622,IKEA01079,BESTA,4,Good quality and durable.,Positive
REV00623,IKEA01066,MICKE,5,Perfect for a small apartment.,Positive
REV00624,IKEA00503,HEMNES,4,Very good quality and easy to assemble.,Positive
REV00625,IKEA00889,PAX,5,Looks great in my room.,Positive
REV00626,IKEA01043,POANG,4,Good quality and durable.,Positive
REV00627,IKEA00829,BRIMNES,3,Size was as expected.,Neutral
REV00628,IKEA00616,MALM,5,Looks great in my room.,Positive
REV00629,IKEA00219,BESTA,5,Beautiful Scandinavian design.,Positive
REV00630,IKEA00458,KALLAX,5,Excellent product for the price.,Positive
REV00631,IKEA00510,HEMNES,5,Excellent product for the price.,Positive
REV00632,IKEA00202,BESTA,5,Beautiful Scandinavian design.,Positive
REV00633,IKEA00744,MICKE,4,Very useful and practical furniture.,Positive
REV00634,IKEA00859,ALEX,5,Looks great in my room.,Positive
REV00635,IKEA00167,LACK,4,Beautiful Scandinavian design.,Positive
REV00636,IKEA00986,LACK,5,Good quality and durable.,Positive
REV00637,IKEA00136,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00638,IKEA00893,KALLAX,4,Very useful and practical furniture.,Positive
REV00639,IKEA00316,MALM,4,Very good quality and easy to assemble.,Positive
REV00640,IKEA00684,EKET,5,Very good quality and easy to assemble.,Positive
REV00641,IKEA00631,POANG,4,Very useful and practical furniture.,Positive
REV00642,IKEA00812,PAX,5,Very useful and practical furniture.,Positive
REV00643,IKEA00881,EKET,5,Looks great in my room.,Positive
REV00644,IKEA00499,MICKE,5,Excellent product for the price.,Positive
REV00645,IKEA00689,ALEX,4,Looks great in my room.,Positive
REV00646,IKEA00772,BRIMNES,5,Very good quality and easy to assemble.,Positive
REV00647,IKEA00169,BRIMNES,3,Overall good product.,Positive
REV00648,IKEA00308,BILLY,5,Very useful and practical furniture.,Positive
REV00649,IKEA00190,HEMNES,5,Perfect for a small apartment.,Positive
REV00650,IKEA00312,MICKE,5,Very good quality and easy to assemble.,Positive
REV00651,IKEA00966,POANG,4,Excellent product for the price.,Positive
REV00652,IKEA00597,IVAR,5,Looks great in my room.,Positive
REV00653,IKEA00732,PAX,5,Very good quality and easy to assemble.,Positive
REV00654,IKEA00083,POANG,4,Looks great in my room.,Positive
REV00655,IKEA00677,LACK,3,Size was as expected.,Neutral
REV00656,IKEA00169,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00657,IKEA00001,ALEX,5,Excellent product for the price.,Positive
REV00658,IKEA00349,TROFAST,5,Perfect for a small apartment.,Positive
REV00659,IKEA01005,BILLY,3,Size was as expected.,Neutral
REV00660,IKEA00597,IVAR,5,Beautiful Scandinavian design.,Positive
REV00661,IKEA00147,POANG,5,Looks great in my room.,Positive
REV00662,IKEA00284,TROFAST,3,Size was as expected.,Neutral
REV00663,IKEA00533,TROFAST,4,Perfect for a small apartment.,Positive
REV00664,IKEA01055,BRIMNES,3,Size was as expected.,Neutral
REV00665,IKEA00459,KALLAX,5,Very good quality and easy to assemble.,Positive
REV00666,IKEA00806,KALLAX,5,Good quality and durable.,Positive
REV00667,IKEA00334,EKET,5,Perfect for a small apartment.,Positive
REV00668,IKEA00927,MICKE,4,Beautiful Scandinavian design.,Positive
REV00669,IKEA00628,PAX,4,Good quality and durable.,Positive
REV00670,IKEA00822,MICKE,4,Excellent product for the price.,Positive
REV00671,IKEA00634,EKET,5,Excellent product for the price.,Positive
REV00672,IKEA00493,IVAR,5,Good quality and durable.,Positive
REV00673,IKEA00318,MICKE,2,Assembly instructions could be better.,Positive
REV00674,IKEA00242,IVAR,3,The product is good.,Positive
REV00675,IKEA00259,HEMNES,3,Overall good product.,Positive
REV00676,IKEA00579,BESTA,5,Good quality and durable.,Positive
REV00677,IKEA00656,PAX,5,Good quality and durable.,Positive
REV00678,IKEA00987,PAX,4,Very good quality and easy to assemble.,Positive
REV00679,IKEA01131,EKET,5,Looks great in my room.,Positive
REV00680,IKEA00430,EKET,5,Good quality and durable.,Positive
REV00681,IKEA00070,PAX,4,Very useful and practical furniture.,Positive
REV00682,IKEA00393,MICKE,4,Very good quality and easy to assemble.,Positive
REV00683,IKEA00065,BILLY,5,Perfect for a small apartment.,Positive
REV00684,IKEA00517,POANG,4,Perfect for a small apartment.,Positive
REV00685,IKEA01020,BRIMNES,5,Very useful and practical furniture.,Positive
REV00686,IKEA00663,ALEX,4,Perfect for a small apartment.,Positive
REV00687,IKEA00670,HEMNES,5,Good quality and durable.,Positive
REV00688,IKEA00865,IVAR,5,Perfect for a small apartment.,Positive
REV00689,IKEA01161,LACK,5,Excellent product for the price.,Positive
REV00690,IKEA00016,BILLY,5,Excellent product for the price.,Positive
REV00691,IKEA00514,ALEX,4,Very useful and practical furniture.,Positive
REV00692,IKEA00686,KALLAX,3,Decent quality for the price.,Positive
REV00693,IKEA00492,BESTA,5,Very useful and practical furniture.,Positive
REV00694,IKEA00570,MALM,5,Good quality and durable.,Positive
REV00695,IKEA00370,EKET,4,Perfect for a small apartment.,Positive
REV00696,IKEA00019,BILLY,5,Good quality and durable.,Positive
REV00697,IKEA00703,MALM,5,Looks great in my room.,Positive
REV00698,IKEA00691,MALM,1,Not completely satisfied.,Negative
REV00699,IKEA01027,ALEX,4,Excellent product for the price.,Positive
REV00700,IKEA00681,EKET,5,Perfect for a small apartment.,Positive
REV00701,IKEA01035,BRIMNES,4,Very useful and practical furniture.,Positive
REV00702,IKEA01083,BILLY,5,Beautiful Scandinavian design.,Positive
REV00703,IKEA00403,HEMNES,4,Good quality and durable.,Positive
REV00704,IKEA00081,BESTA,5,Good quality and durable.,Positive
REV00705,IKEA01121,MALM,4,Perfect for a small apartment.,Positive
REV00706,IKEA00935,MALM,2,Some parts were difficult to assemble.,Negative
REV00707,IKEA00037,BESTA,4,Good quality and durable.,Positive
REV00708,IKEA00129,MALM,5,Very useful and practical furniture.,Positive
REV00709,IKEA00950,TROFAST,5,Beautiful Scandinavian design.,Positive
REV00710,IKEA01172,ALEX,4,Looks great in my room.,Positive
REV00711,IKEA00457,MALM,4,Looks great in my room.,Positive
REV00712,IKEA00080,IVAR,5,Good quality and durable.,Positive
REV00713,IKEA01187,ALEX,4,Looks great in my room.,Positive
REV00714,IKEA00009,MICKE,5,Very good quality and easy to assemble.,Positive
REV00715,IKEA00455,TROFAST,5,Very useful and practical furniture.,Positive
REV00716,IKEA00490,POANG,4,Very useful and practical furniture.,Positive
REV00717,IKEA00098,IVAR,5,Perfect for a small apartment.,Positive
REV00718,IKEA00561,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00719,IKEA00854,TROFAST,1,Some parts were difficult to assemble.,Negative
REV00720,IKEA00105,EKET,5,Beautiful Scandinavian design.,Positive
REV00721,IKEA00438,IVAR,5,Beautiful Scandinavian design.,Positive
REV00722,IKEA00589,KALLAX,5,Perfect for a small apartment.,Positive
REV00723,IKEA00481,KALLAX,5,Very useful and practical furniture.,Positive
REV00724,IKEA01149,MALM,5,Excellent product for the price.,Positive
REV00725,IKEA01117,MICKE,5,Very good quality and easy to assemble.,Positive
REV00726,IKEA00880,BESTA,3,Decent quality for the price.,Positive
REV00727,IKEA00983,BRIMNES,2,Quality was average.,Negative
REV00728,IKEA00529,KALLAX,4,Looks great in my room.,Positive
REV00729,IKEA00527,ALEX,4,Very useful and practical furniture.,Positive
REV00730,IKEA00418,TROFAST,5,Looks great in my room.,Positive
REV00731,IKEA00200,EKET,5,Looks great in my room.,Positive
REV00732,IKEA00634,EKET,5,Good quality and durable.,Positive
REV00733,IKEA01124,HEMNES,5,Very good quality and easy to assemble.,Positive
REV00734,IKEA00319,EKET,5,Perfect for a small apartment.,Positive
REV00735,IKEA00007,MALM,5,Very good quality and easy to assemble.,Positive
REV00736,IKEA00554,POANG,5,Very good quality and easy to assemble.,Positive
REV00737,IKEA00925,EKET,4,Beautiful Scandinavian design.,Positive
REV00738,IKEA01095,PAX,5,Very good quality and easy to assemble.,Positive
REV00739,IKEA00986,LACK,5,Looks great in my room.,Positive
REV00740,IKEA00171,HEMNES,4,Very good quality and easy to assemble.,Positive
REV00741,IKEA00724,MALM,4,Perfect for a small apartment.,Positive
REV00742,IKEA00388,EKET,5,Looks great in my room.,Positive
REV00743,IKEA00038,PAX,5,Beautiful Scandinavian design.,Positive
REV00744,IKEA00177,IVAR,5,Excellent product for the price.,Positive
REV00745,IKEA00299,MICKE,4,Beautiful Scandinavian design.,Positive
REV00746,IKEA01096,BILLY,4,Perfect for a small apartment.,Positive
REV00747,IKEA00720,IVAR,2,Not completely satisfied.,Negative
REV00748,IKEA00886,BESTA,3,Size was as expected.,Neutral
REV00749,IKEA00825,ALEX,4,Excellent product for the price.,Positive
REV00750,IKEA00991,MICKE,5,Good quality and durable.,Positive
REV00751,IKEA00138,BILLY,5,Good quality and durable.,Positive
REV00752,IKEA00465,POANG,5,Perfect for a small apartment.,Positive
REV00753,IKEA01013,MALM,5,Very useful and practical furniture.,Positive
REV00754,IKEA00794,POANG,4,Looks great in my room.,Positive
REV00755,IKEA00408,BESTA,5,Very good quality and easy to assemble.,Positive
REV00756,IKEA00928,IVAR,4,Beautiful Scandinavian design.,Positive
REV00757,IKEA00728,POANG,1,Some parts were difficult to assemble.,Negative
REV00758,IKEA00694,BESTA,4,Perfect for a small apartment.,Positive
REV00759,IKEA00016,BILLY,5,Perfect for a small apartment.,Positive
REV00760,IKEA00950,TROFAST,3,Overall good product.,Positive
REV00761,IKEA01067,POANG,5,Very good quality and easy to assemble.,Positive
REV00762,IKEA00279,EKET,5,Beautiful Scandinavian design.,Positive
REV00763,IKEA01130,BESTA,5,Looks great in my room.,Positive
REV00764,IKEA00246,LACK,5,Very good quality and easy to assemble.,Positive
REV00765,IKEA00650,PAX,4,Beautiful Scandinavian design.,Positive
REV00766,IKEA00872,BILLY,4,Perfect for a small apartment.,Positive
REV00767,IKEA00219,BESTA,3,Assembly takes some time.,Neutral
REV00768,IKEA00281,MICKE,5,Perfect for a small apartment.,Positive
REV00769,IKEA00778,IVAR,5,Looks great in my room.,Positive
REV00770,IKEA00697,POANG,5,Very good quality and easy to assemble.,Positive
REV00771,IKEA01088,BESTA,4,Very useful and practical furniture.,Positive
REV00772,IKEA00632,MICKE,5,Very useful and practical furniture.,Positive
REV00773,IKEA00047,BESTA,2,Some parts were difficult to assemble.,Negative
REV00774,IKEA00672,TROFAST,4,Very good quality and easy to assemble.,Positive
REV00775,IKEA00282,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00776,IKEA00206,KALLAX,4,Very good quality and easy to assemble.,Positive
REV00777,IKEA00542,KALLAX,5,Looks great in my room.,Positive
REV00778,IKEA00254,KALLAX,4,Excellent product for the price.,Positive
REV00779,IKEA01193,POANG,5,Excellent product for the price.,Positive
REV00780,IKEA00101,MALM,4,Perfect for a small apartment.,Positive
REV00781,IKEA01127,MICKE,5,Perfect for a small apartment.,Positive
REV00782,IKEA00164,MICKE,5,Beautiful Scandinavian design.,Positive
REV00783,IKEA01183,BRIMNES,5,Beautiful Scandinavian design.,Positive
REV00784,IKEA00609,KALLAX,5,Good quality and durable.,Positive
REV00785,IKEA00610,PAX,3,The product is good.,Positive
REV00786,IKEA00084,LACK,4,Very useful and practical furniture.,Positive
REV00787,IKEA00191,LACK,5,Looks great in my room.,Positive
REV00788,IKEA00107,TROFAST,3,Overall good product.,Positive
REV00789,IKEA00009,MICKE,3,The product is good.,Positive
REV00790,IKEA00088,LACK,5,Looks great in my room.,Positive
REV00791,IKEA00832,KALLAX,5,Looks great in my room.,Positive
REV00792,IKEA00326,BILLY,5,Beautiful Scandinavian design.,Positive
REV00793,IKEA00508,LACK,3,Decent quality for the price.,Positive
REV00794,IKEA00380,MICKE,5,Beautiful Scandinavian design.,Positive
REV00795,IKEA00213,POANG,5,Very good quality and easy to assemble.,Positive
REV00796,IKEA00964,PAX,4,Good quality and durable.,Positive
REV00797,IKEA00260,MALM,4,Perfect for a small apartment.,Positive
REV00798,IKEA01044,BILLY,4,Very useful and practical furniture.,Positive
REV00799,IKEA00011,IVAR,5,Looks great in my room.,Positive
REV00800,IKEA01182,TROFAST,5,Perfect for a small apartment.,Positive
REV00801,IKEA00385,POANG,5,Excellent product for the price.,Positive
REV00802,IKEA00122,ALEX,4,Beautiful Scandinavian design.,Positive
REV00803,IKEA00796,EKET,4,Beautiful Scandinavian design.,Positive
REV00804,IKEA00600,TROFAST,4,Very useful and practical furniture.,Positive
REV00805,IKEA00843,EKET,5,Looks great in my room.,Positive
REV00806,IKEA00552,BRIMNES,4,Perfect for a small apartment.,Positive
REV00807,IKEA00256,PAX,5,Looks great in my room.,Positive
REV00808,IKEA01020,BRIMNES,1,Assembly instructions could be better.,Positive
REV00809,IKEA00831,BILLY,5,Good quality and durable.,Positive
REV00810,IKEA00519,EKET,5,Beautiful Scandinavian design.,Positive
REV00811,IKEA00378,POANG,5,Beautiful Scandinavian design.,Positive
REV00812,IKEA00246,LACK,5,Excellent product for the price.,Positive
REV00813,IKEA00272,LACK,5,Excellent product for the price.,Positive
REV00814,IKEA00512,IVAR,5,Good quality and durable.,Positive
REV00815,IKEA00148,LACK,5,Excellent product for the price.,Positive
REV00816,IKEA00447,KALLAX,4,Very good quality and easy to assemble.,Positive
REV00817,IKEA01177,MICKE,1,Quality was average.,Negative
REV00818,IKEA00227,POANG,5,Very good quality and easy to assemble.,Positive
REV00819,IKEA00847,BRIMNES,3,Decent quality for the price.,Positive
REV00820,IKEA00916,HEMNES,3,Overall good product.,Positive
REV00821,IKEA00756,TROFAST,4,Very useful and practical furniture.,Positive
REV00822,IKEA00776,BILLY,5,Good quality and durable.,Positive
