item_id,name,category,price,short_description,designer,depth,height,width,other_colors,sellable_online,rating,reviews_count
IKEA00194,HEMNES,Bookshelf,20192,Durable furniture with practical storage space.,IKEA Design Team,91,181,74,"Blue, Grey, Oak",True,4.9,487
IKEA00195,ALEX,Dining Furniture,25478,Simple design with clean Scandinavian lines.,Ola Wihlborg,60,208,136,"Blue, Black, Brown",False,3.4,280
IKEA00196,EKET,Desk,15267,Durable furniture with practical storage space.,Jon Karlsson,79,44,173,"Blue, Oak, Grey",True,3.8,135
IKEA00197,HEMNES,Wardrobe,42881,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,67,53,167,"Oak, White, Brown",False,4.3,313
IKEA00198,KALLAX,Chair,12830,Simple design with clean Scandinavian lines.,Ola Wihlborg,91,85,152,"Oak, Blue, Brown",True,4.9,12
IKEA00199,HEMNES,Desk,49092,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,51,208,184,"Oak, Green, Black",True,4.6,199
IKEA00200,EKET,Cabinet,43013,Durable furniture with practical storage space.,Henrik Preutz,53,122,161,"Green, Oak, White",False,4.5,168
IKEA00201,HEMNES,Wardrobe,21006,Minimalist design suitable for modern homes.,IKEA Design Team,92,86,67,"White, Brown, Grey",False,3.6,105
IKEA00202,BESTA,Desk,25392,Affordable and stylish furniture for everyday use.,Jon Karlsson,83,170,197,"Beige, Brown, Oak",False,3.9,380
IKEA00203,TROFAST,Wardrobe,11591,Compact furniture suitable for small apartments.,Ola Wihlborg,82,77,168,"White, Grey, Green",True,4.9,347
IKEA00204,KALLAX,Sofa,27525,Compact furniture suitable for small apartments.,Jon Karlsson,28,211,68,"White, Black, Grey",False,3.7,321
IKEA00205,ALEX,Dining Furniture,40903,Minimalist design suitable for modern homes.,Monika Mulder,22,31,166,"Blue, White, Green",True,4.1,151
IKEA00206,KALLAX,Cabinet,46233,Space-saving furniture with easy assembly.,Monika Mulder,42,57,54,"Brown, Black, Blue",True,4.6,141
IKEA00207,TROFAST,Bookshelf,5677,Durable furniture with practical storage space.,Monika Mulder,78,174,92,"Oak, Brown, Beige",True,4.3,444
IKEA00208,ALEX,Sofa,6626,Minimalist design suitable for modern homes.,Monika Mulder,68,171,151,"White, Beige, Green",True,3.2,437
IKEA00209,PAX,Dining Furniture,22209,Affordable and stylish furniture for everyday use.,IKEA Design Team,87,40,88,"Oak, Blue, Beige",False,3.5,478
IKEA00210,BILLY,Dining Furniture,18873,Affordable and stylish furniture for everyday use.,Ola Wihlborg,24,75,110,"White, Black, Grey",True,4.5,369
IKEA00211,IVAR,Bookshelf,5541,Durable furniture with practical storage space.,Jon Karlsson,92,91,175,"Blue, Beige, Grey",True,3.8,383
IKEA00212,MALM,Chair,33318,Space-saving furniture with easy assembly.,Henrik Preutz,26,55,141,"Oak, Blue, White",True,4.2,319
IKEA00213,POANG,Bookshelf,21888,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,77,155,88,"Beige, Grey, Oak",False,3.4,304
IKEA00214,ALEX,Bookshelf,6115,Simple design with clean Scandinavian lines.,Ola Wihlborg,57,93,48,"Black, Brown, Green",False,4.4,329
IKEA00215,MALM,Bookshelf,21252,Durable furniture with practical storage space.,IKEA Design Team,31,31,108,"Green, Brown, Blue",True,3.3,100
IKEA00216,PAX,Storage,37001,Affordable and stylish furniture for everyday use.,Ola Wihlborg,72,56,36,"Black, Brown, Grey",True,4.2,406
IKEA00217,BESTA,Bookshelf,1307,Durable furniture with practical storage space.,Monika Mulder,69,51,173,"Oak, Grey, Blue",True,4.4,91
IKEA00218,MALM,Bed,20233,Durable furniture with practical storage space.,Monika Mulder,38,46,72,"Blue, Brown, Oak",True,4.0,44
IKEA00219,BESTA,Bed,16659,Space-saving furniture with easy assembly.,Monika Mulder,96,187,80,"Green, White, Black",True,3.0,207
IKEA00220,BESTA,TV Unit,25395,Simple design with clean Scandinavian lines.,Henrik Preutz,76,115,140,"Brown, Green, Blue",True,4.0,95
IKEA00221,PAX,Wardrobe,19599,Space-saving furniture with easy assembly.,Monika Mulder,93,92,113,"Blue, Brown, Oak",True,3.2,293
IKEA00222,HEMNES,TV Unit,36257,Compact furniture suitable for small apartments.,Ola Wihlborg,23,216,148,"Oak, Green, Brown",True,4.6,412
IKEA00223,TROFAST,Bookshelf,44603,Minimalist design suitable for modern homes.,Jon Karlsson,58,91,94,"Brown, Beige, Oak",False,3.1,311
IKEA00224,EKET,TV Unit,26766,Affordable and stylish furniture for everyday use.,Ola Wihlborg,73,169,39,"Beige, Green, Grey",True,3.2,132
IKEA00225,ALEX,Dining Furniture,23764,Compact furniture suitable for small apartments.,Ola Wihlborg,25,174,195,"Blue, Green, Brown",False,3.2,55
IKEA00226,LACK,Desk,33966,Space-saving furniture with easy assembly.,Ola Wihlborg,91,178,177,"Oak, Green, Brown",False,3.9,352
IKEA00227,POANG,Cabinet,10378,Durable furniture with practical storage space.,IKEA Design Team,81,56,105,"Blue, White, Green",True,3.7,180
IKEA00228,EKET,Desk,34650,Minimalist design suitable for modern homes.,Henrik Preutz,80,54,142,"Green, Brown, White",True,3.1,368
IKEA00229,BILLY,Sofa,22982,Space-saving furniture with easy assembly.,IKEA Design Team,41,219,92,"Brown, Grey, Black",True,4.1,495
IKEA00230,EKET,Desk,27044,Space-saving furniture with easy assembly.,Jon Karlsson,43,193,198,"Blue, Oak, White",True,3.9,224
IKEA00231,PAX,Sofa,46684,Compact furniture suitable for small apartments.,Jon Karlsson,55,210,46,"Black, Blue, Grey",True,3.7,105
IKEA00232,EKET,Chair,17692,Space-saving furniture with easy assembly.,Monika Mulder,87,193,110,"Blue, Grey, Oak",True,3.7,437
IKEA00233,EKET,TV Unit,11805,Simple design with clean Scandinavian lines.,Henrik Preutz,98,181,51,"Brown, Green, White",True,3.6,98
IKEA00234,BESTA,Table,33976,Minimalist design suitable for modern homes.,Monika Mulder,96,65,177,"Blue, Oak, Black",False,4.3,360
IKEA00235,ALEX,Table,36865,Compact furniture suitable for small apartments.,Monika Mulder,56,65,77,"Beige, Blue, Oak",True,4.7,492
IKEA00236,KALLAX,Storage,9446,Compact furniture suitable for small apartments.,Monika Mulder,91,159,197,"Green, Oak, Beige",False,3.8,435
IKEA00237,EKET,Storage,11460,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,23,86,104,"White, Brown, Black",True,3.3,239
IKEA00238,POANG,Storage,36525,Affordable and stylish furniture for everyday use.,IKEA Design Team,93,59,98,"Beige, Grey, White",False,4.1,222
IKEA00239,BILLY,Dining Furniture,49739,Compact furniture suitable for small apartments.,Henrik Preutz,24,145,97,"Beige, Blue, White",False,4.7,65
IKEA00240,TROFAST,Desk,14253,Simple design with clean Scandinavian lines.,Ola Wihlborg,64,211,186,"Blue, Black, Grey",True,4.6,421
IKEA00241,HEMNES,Sofa,37859,Durable furniture with practical storage space.,Ola Wihlborg,55,182,167,"Brown, Green, Beige",True,3.6,141
IKEA00242,IVAR,Cabinet,45017,Simple design with clean Scandinavian lines.,IKEA Design Team,37,135,45,"Grey, Blue, Beige",True,4.4,72
IKEA00243,HEMNES,Table,47120,Durable furniture with practical storage space.,Jon Karlsson,70,155,66,"Grey, Beige, Oak",False,3.9,329
IKEA00244,TROFAST,Chair,26900,Affordable and stylish furniture for everyday use.,Henrik Preutz,67,146,154,"Beige, Grey, White",True,4.5,239
IKEA00245,ALEX,Dining Furniture,46196,Durable furniture with practical storage space.,IKEA Design Team,88,131,85,"Blue, Green, Black",False,3.5,429
IKEA00246,LACK,Wardrobe,36367,Affordable and stylish furniture for everyday use.,Jon Karlsson,92,154,117,"White, Green, Blue",False,3.0,480
IKEA00247,IVAR,Table,29419,Minimalist design suitable for modern homes.,IKEA Design Team,74,81,63,"Grey, Black, Brown",True,4.3,133
IKEA00248,BILLY,Wardrobe,44048,Space-saving furniture with easy assembly.,Jon Karlsson,26,131,190,"Grey, Beige, Blue",True,3.9,51
IKEA00249,BRIMNES,Chair,570,Compact furniture suitable for small apartments.,Monika Mulder,29,63,181,"Oak, Grey, Beige",False,3.0,361
IKEA00250,BESTA,Chair,28175,Space-saving furniture with easy assembly.,Jon Karlsson,81,48,88,"Blue, White, Beige",True,3.2,193
IKEA00251,LACK,Table,25581,Simple design with clean Scandinavian lines.,Jon Karlsson,38,47,165,"White, Grey, Beige",True,3.9,374
IKEA00252,HEMNES,Dining Furniture,49537,Compact furniture suitable for small apartments.,Monika Mulder,98,205,143,"Oak, White, Blue",True,4.5,306
IKEA00253,BRIMNES,Bookshelf,23537,Minimalist design suitable for modern homes.,Henrik Preutz,37,93,100,"Black, Green, Grey",True,4.6,358
IKEA00254,KALLAX,Dining Furniture,20267,Compact furniture suitable for small apartments.,Ola Wihlborg,97,160,78,"Blue, Brown, Beige",True,4.6,411
IKEA00255,HEMNES,Storage,25788,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,83,193,182,"Black, Grey, White",True,4.9,72
IKEA00256,PAX,TV Unit,28080,Durable furniture with practical storage space.,Ola Wihlborg,42,150,48,"White, Grey, Green",True,3.5,25
IKEA00257,KALLAX,Bookshelf,33700,Durable furniture with practical storage space.,Ola Wihlborg,73,138,132,"Black, Beige, Grey",True,3.6,163
IKEA00258,BILLY,Cabinet,13815,Simple design with clean Scandinavian lines.,Jon Karlsson,88,113,130,"Black, Brown, Beige",False,4.5,438
IKEA00259,HEMNES,Sofa,16521,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,34,146,186,"White, Brown, Beige",True,3.2,367
IKEA00260,MALM,Sofa,11235,Minimalist design suitable for modern homes.,Henrik Preutz,86,162,96,"Brown, Green, Black",True,4.5,65
IKEA00261,TROFAST,Sofa,22454,Simple design with clean Scandinavian lines.,Monika Mulder,54,164,46,"Grey, Beige, Green",True,4.0,266
IKEA00262,BESTA,Sofa,33241,Simple design with clean Scandinavian lines.,Ola Wihlborg,41,124,70,"Grey, Blue, White",True,3.5,265
IKEA00263,KALLAX,Sofa,1304,Compact furniture suitable for small apartments.,IKEA Design Team,80,123,128,"Brown, Black, White",False,3.4,132
IKEA00264,PAX,Wardrobe,18276,Simple design with clean Scandinavian lines.,IKEA Design Team,93,125,60,"White, Black, Blue",True,4.9,40
IKEA00265,EKET,Bed,20860,Durable furniture with practical storage space.,IKEA Design Team,90,146,32,"Beige, Black, Brown",True,4.5,129
IKEA00266,EKET,Wardrobe,39276,Minimalist design suitable for modern homes.,Jon Karlsson,89,92,68,"White, Oak, Green",True,4.1,330
IKEA00267,IVAR,Sofa,22454,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,59,56,82,"Oak, Green, Blue",True,4.9,77
IKEA00268,BRIMNES,Bed,6595,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,86,135,125,"Green, Beige, White",True,4.0,331
IKEA00269,IVAR,Bookshelf,5403,Affordable and stylish furniture for everyday use.,Ola Wihlborg,27,141,199,"Brown, Black, Green",True,4.7,479
IKEA00270,TROFAST,Bookshelf,46421,Simple design with clean Scandinavian lines.,Henrik Preutz,60,145,99,"Oak, White, Black",True,4.6,304
IKEA00271,BILLY,Table,7423,Compact furniture suitable for small apartments.,Monika Mulder,79,110,134,"Black, Grey, Brown",True,3.9,242
IKEA00272,LACK,Chair,6424,Compact furniture suitable for small apartments.,Henrik Preutz,97,40,85,"Beige, Black, White",True,4.9,207
IKEA00273,MICKE,Sofa,44878,Durable furniture with practical storage space.,Henrik Preutz,42,37,133,"Green, Grey, Beige",True,3.2,57
IKEA00274,TROFAST,Table,8458,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,48,63,80,"Blue, Brown, Beige",True,4.2,137
IKEA00275,IVAR,Chair,1927,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,76,62,53,"Beige, White, Blue",False,3.1,478
IKEA00276,POANG,Bookshelf,47975,Minimalist design suitable for modern homes.,Monika Mulder,23,127,139,"Brown, Green, Black",True,3.5,233
IKEA00277,MALM,Sofa,40745,Affordable and stylish furniture for everyday use.,Ola Wihlborg,51,195,105,"Green, Oak, Grey",False,3.1,148
IKEA00278,PAX,Table,27973,Compact furniture suitable for small apartments.,Ola Wihlborg,51,191,169,"White, Oak, Beige",True,4.0,405
IKEA00279,EKET,Wardrobe,37569,Affordable and stylish furniture for everyday use.,Henrik Preutz,69,99,76,"White, Brown, Grey",True,3.1,420
IKEA00280,TROFAST,Bed,4338,Simple design with clean Scandinavian lines.,Monika Mulder,87,121,179,"Oak, Black, White",True,4.3,141
IKEA00281,MICKE,Sofa,14878,Affordable and stylish furniture for everyday use.,Monika Mulder,65,74,75,"Oak, Grey, Brown",True,4.8,19
IKEA00282,BRIMNES,Wardrobe,37700,Affordable and stylish furniture for everyday use.,Jon Karlsson,92,78,156,"Grey, Black, Oak",True,3.2,124
IKEA00283,POANG,Desk,1805,Affordable and stylish furniture for everyday use.,Monika Mulder,20,114,187,"Oak, Blue, Black",True,4.4,475
IKEA00284,TROFAST,Wardrobe,4402,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,95,210,66,"Black, Blue, Grey",True,4.9,196
IKEA00285,BRIMNES,Dining Furniture,26424,Affordable and stylish furniture for everyday use.,IKEA Design Team,63,107,112,"Brown, Black, Beige",False,4.6,496
IKEA00286,EKET,Dining Furniture,21292,Compact furniture suitable for small apartments.,Ola Wihlborg,98,121,87,"Brown, Oak, Green",True,3.3,378
IKEA00287,KALLAX,TV Unit,26162,Simple design with clean Scandinavian lines.,Ola Wihlborg,24,76,184,"Beige, Blue, Grey",True,4.3,58
IKEA00288,EKET,Table,22202,Space-saving furniture with easy assembly.,IKEA Design Team,50,118,111,"Brown, Beige, White",True,3.9,140
IKEA00289,HEMNES,Desk,45926,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,52,57,30,"White, Oak, Blue",False,4.9,457
IKEA00290,PAX,Storage,25318,Durable furniture with practical storage space.,Ola Wihlborg,68,55,152,"Oak, Black, Green",True,4.6,22
IKEA00291,LACK,Sofa,21386,Durable furniture with practical storage space.,IKEA Design Team,29,117,73,"Blue, Black, Beige",True,4.1,464
IKEA00292,BILLY,Wardrobe,39429,Affordable and stylish furniture for everyday use.,Monika Mulder,23,140,197,"Brown, Grey, Oak",True,3.1,174
IKEA00293,HEMNES,Desk,27321,Space-saving furniture with easy assembly.,Ola Wihlborg,89,97,199,"Grey, Brown, Black",True,3.1,297
IKEA00294,MICKE,Storage,10564,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,20,139,52,"Grey, Blue, Beige",False,3.4,18
IKEA00295,HEMNES,Table,42323,Durable furniture with practical storage space.,IKEA Design Team,80,59,108,"Blue, Oak, Green",True,3.2,283
IKEA00296,PAX,Table,24814,Minimalist design suitable for modern homes.,Henrik Preutz,43,144,41,"Grey, Oak, Blue",True,3.5,142
IKEA00297,POANG,Sofa,10403,Simple design with clean Scandinavian lines.,IKEA Design Team,30,201,118,"Blue, Green, Grey",True,4.1,435
IKEA00298,PAX,Cabinet,27934,Affordable and stylish furniture for everyday use.,Monika Mulder,93,90,151,"Grey, White, Oak",True,4.0,466
IKEA00299,MICKE,TV Unit,44901,Affordable and stylish furniture for everyday use.,Jon Karlsson,35,144,74,"Brown, Black, Blue",True,3.1,45
IKEA00300,ALEX,Bookshelf,13731,Simple design with clean Scandinavian lines.,Jon Karlsson,96,96,111,"Black, White, Oak",False,4.1,443
IKEA00301,LACK,Cabinet,30524,Simple design with clean Scandinavian lines.,IKEA Design Team,99,180,163,"Blue, White, Oak",True,3.3,306
IKEA00302,POANG,Chair,7421,Affordable and stylish furniture for everyday use.,IKEA Design Team,56,167,118,"Blue, Brown, Oak",False,4.1,247
IKEA00303,KALLAX,Table,18548,Minimalist design suitable for modern homes.,Jon Karlsson,99,185,132,"White, Oak, Brown",True,3.1,248
IKEA00304,LACK,Wardrobe,1824,Durable furniture with practical storage space.,Henrik Preutz,59,101,155,"Black, Blue, Green",True,3.6,385
IKEA00305,EKET,Wardrobe,18155,Space-saving furniture with easy assembly.,Monika Mulder,97,195,52,"Oak, Green, Black",False,4.5,393
IKEA00306,MICKE,Wardrobe,4182,Affordable and stylish furniture for everyday use.,Jon Karlsson,28,109,159,"Blue, Black, Grey",True,3.3,453
IKEA00307,IVAR,Desk,4275,Compact furniture suitable for small apartments.,IKEA Design Team,78,42,122,"Oak, Brown, Blue",False,4.0,330
IKEA00308,BILLY,Dining Furniture,2501,Compact furniture suitable for small apartments.,Henrik Preutz,82,182,144,"Brown, Blue, Oak",True,3.7,433
IKEA00309,LACK,Chair,19181,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,26,71,176,"Oak, Blue, Black",True,4.4,142
IKEA00310,ALEX,Bookshelf,34137,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,80,63,195,"Brown, Grey, White",True,3.5,417
IKEA00311,LACK,Dining Furniture,18546,Minimalist design suitable for modern homes.,Monika Mulder,64,147,94,"Oak, Green, Brown",False,4.2,8
IKEA00312,MICKE,Dining Furniture,25024,Affordable and stylish furniture for everyday use.,Ola Wihlborg,97,102,106,"Black, Oak, White",True,5.0,332
IKEA00313,BESTA,Bed,17613,Space-saving furniture with easy assembly.,Henrik Preutz,44,68,162,"Oak, White, Grey",False,4.3,353
IKEA00314,MALM,Sofa,43451,Minimalist design suitable for modern homes.,Henrik Preutz,53,137,133,"Blue, Beige, White",True,3.7,370
IKEA00315,HEMNES,Dining Furniture,35536,Space-saving furniture with easy assembly.,Monika Mulder,65,159,106,"Brown, Blue, Beige",True,3.6,246
IKEA00316,MALM,Bed,48024,Simple design with clean Scandinavian lines.,Ola Wihlborg,43,204,115,"Black, Green, Brown",True,4.5,162
IKEA00317,PAX,Wardrobe,24857,Durable furniture with practical storage space.,Ola Wihlborg,57,148,60,"Green, White, Beige",True,3.9,104
IKEA00318,MICKE,Chair,45109,Minimalist design suitable for modern homes.,Ola Wihlborg,58,135,43,"Brown, Black, Blue",True,3.8,296
IKEA00319,EKET,Table,21233,Simple design with clean Scandinavian lines.,Jon Karlsson,30,154,115,"Brown, Green, Beige",True,3.0,145
IKEA00320,HEMNES,Table,38266,Simple design with clean Scandinavian lines.,Jon Karlsson,82,52,63,"Blue, Beige, Oak",False,3.9,249
IKEA00321,PAX,Sofa,2971,Affordable and stylish furniture for everyday use.,Jon Karlsson,67,33,112,"Oak, White, Beige",True,4.3,132
IKEA00322,HEMNES,Wardrobe,20952,Compact furniture suitable for small apartments.,IKEA Design Team,69,158,180,"Grey, Black, White",True,3.6,153
IKEA00323,EKET,Cabinet,39582,Affordable and stylish furniture for everyday use.,Henrik Preutz,75,205,64,"Beige, Oak, Brown",True,3.3,469
IKEA00324,TROFAST,Bookshelf,1752,Compact furniture suitable for small apartments.,Jon Karlsson,36,84,35,"Brown, White, Green",True,3.8,332
IKEA00325,LACK,Cabinet,41336,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,26,199,57,"White, Green, Beige",True,3.8,199
IKEA00326,BILLY,Cabinet,17062,Minimalist design suitable for modern homes.,Jon Karlsson,46,207,191,"White, Brown, Oak",True,4.3,143
IKEA00327,POANG,TV Unit,46421,Compact furniture suitable for small apartments.,Monika Mulder,33,160,188,"Black, Brown, White",True,4.0,316
IKEA00328,HEMNES,Bed,34783,Compact furniture suitable for small apartments.,Henrik Preutz,72,105,71,"White, Grey, Oak",True,4.4,251
IKEA00329,BESTA,Desk,678,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,34,176,156,"Brown, White, Grey",True,4.4,56
IKEA00330,LACK,Dining Furniture,15648,Minimalist design suitable for modern homes.,Henrik Preutz,53,148,42,"Black, Blue, Green",True,4.7,189
IKEA00331,TROFAST,Dining Furniture,20992,Minimalist design suitable for modern homes.,IKEA Design Team,32,41,32,"Brown, Beige, Blue",True,3.7,462
IKEA00332,EKET,TV Unit,18082,Space-saving furniture with easy assembly.,IKEA Design Team,67,117,76,"Black, Oak, Blue",False,3.5,202
IKEA00333,BRIMNES,Storage,28138,Space-saving furniture with easy assembly.,Jon Karlsson,34,63,45,"Brown, White, Oak",False,4.6,352
IKEA00334,EKET,Table,40562,Minimalist design suitable for modern homes.,Henrik Preutz,98,37,63,"Green, Oak, White",False,3.9,37
IKEA00335,LACK,Dining Furniture,21092,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,93,215,174,"Oak, Beige, Brown",True,3.9,377
IKEA00336,HEMNES,Storage,23158,Space-saving furniture with easy assembly.,Monika Mulder,39,172,186,"White, Green, Beige",True,4.0,245
IKEA00337,IVAR,Storage,11338,Modern Scandinavian furniture with a simple and functional design.,Monika Mulder,61,91,114,"Grey, White, Green",True,4.1,198
IKEA00338,PAX,Desk,5665,Minimalist design suitable for modern homes.,Monika Mulder,93,144,52,"Green, Oak, Brown",True,5.0,386
IKEA00339,ALEX,Sofa,7225,Minimalist design suitable for modern homes.,Monika Mulder,24,172,170,"White, Blue, Green",True,4.8,292
IKEA00340,HEMNES,Dining Furniture,44504,Minimalist design suitable for modern homes.,Henrik Preutz,66,43,87,"Green, Brown, Grey",False,4.4,191
IKEA00341,BRIMNES,Storage,7971,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,20,117,120,"Grey, Green, Blue",True,4.4,28
IKEA00342,MALM,Storage,9703,Simple design with clean Scandinavian lines.,Monika Mulder,33,95,186,"Oak, Black, White",False,3.4,427
IKEA00343,TROFAST,Desk,47474,Durable furniture with practical storage space.,IKEA Design Team,73,41,192,"Black, Blue, Oak",False,4.3,494
IKEA00344,MICKE,Table,33190,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,26,171,140,"Green, Grey, Black",True,4.5,70
IKEA00345,BILLY,Bookshelf,43590,Affordable and stylish furniture for everyday use.,Ola Wihlborg,61,159,128,"Blue, Grey, Beige",True,3.5,498
IKEA00346,BESTA,Bed,30176,Simple design with clean Scandinavian lines.,Jon Karlsson,37,135,184,"Grey, Blue, Beige",True,4.4,483
IKEA00347,MICKE,Dining Furniture,14742,Compact furniture suitable for small apartments.,Jon Karlsson,99,212,104,"Beige, Green, Black",True,4.0,360
IKEA00348,ALEX,Wardrobe,47052,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,91,152,179,"Blue, Beige, Green",True,4.8,221
IKEA00349,TROFAST,Sofa,34756,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,68,67,43,"White, Black, Brown",True,5.0,354
IKEA00350,LACK,Table,4564,Space-saving furniture with easy assembly.,Henrik Preutz,46,168,38,"Beige, Blue, Oak",True,4.2,350
IKEA00351,BRIMNES,Cabinet,15199,Space-saving furniture with easy assembly.,Ola Wihlborg,69,90,160,"Grey, Beige, Blue",True,4.9,203
IKEA00352,PAX,Dining Furniture,20989,Affordable and stylish furniture for everyday use.,IKEA Design Team,21,220,94,"Oak, Grey, Green",True,4.8,365
IKEA00353,BRIMNES,Dining Furniture,24599,Simple design with clean Scandinavian lines.,Ola Wihlborg,89,219,184,"Oak, Blue, Beige",True,3.6,95
IKEA00354,ALEX,Chair,12752,Compact furniture suitable for small apartments.,Ola Wihlborg,35,126,40,"Blue, Brown, Grey",True,3.3,304
IKEA00355,IVAR,Bed,868,Durable furniture with practical storage space.,Monika Mulder,39,40,69,"Beige, Grey, White",True,4.0,298
IKEA00356,MICKE,Wardrobe,5275,Simple design with clean Scandinavian lines.,Henrik Preutz,87,86,77,"Black, Blue, Grey",True,3.8,279
IKEA00357,PAX,Chair,23397,Compact furniture suitable for small apartments.,Jon Karlsson,62,114,122,"Grey, Black, Green",False,5.0,426
IKEA00358,TROFAST,Dining Furniture,1075,Modern Scandinavian furniture with a simple and functional design.,Henrik Preutz,77,91,194,"Oak, White, Beige",True,3.8,412
IKEA00359,BILLY,Bookshelf,17314,Affordable and stylish furniture for everyday use.,Henrik Preutz,23,162,125,"Green, Oak, White",True,4.8,103
IKEA00360,BESTA,Cabinet,5895,Modern Scandinavian furniture with a simple and functional design.,Jon Karlsson,88,166,31,"Black, Green, Beige",True,4.7,222
IKEA00361,IVAR,Chair,13971,Affordable and stylish furniture for everyday use.,Monika Mulder,29,205,69,"White, Oak, Beige",True,3.1,42
IKEA00362,KALLAX,Table,17008,Affordable and stylish furniture for everyday use.,IKEA Design Team,93,88,96,"Blue, Oak, Green",False,3.9,13
IKEA00363,PAX,Dining Furniture,8252,Affordable and stylish furniture for everyday use.,IKEA Design Team,99,46,179,"White, Beige, Green",True,4.9,59
IKEA00364,LACK,Dining Furniture,20248,Affordable and stylish furniture for everyday use.,IKEA Design Team,56,142,127,"Blue, Green, Beige",True,3.9,278
IKEA00365,HEMNES,Table,49438,Minimalist design suitable for modern homes.,Ola Wihlborg,57,192,66,"Grey, Beige, Blue",True,4.9,10
IKEA00366,MICKE,Cabinet,9764,Modern Scandinavian furniture with a simple and functional design.,IKEA Design Team,20,176,182,"Blue, Grey, Green",True,3.6,388
IKEA00367,BRIMNES,Wardrobe,14375,Minimalist design suitable for modern homes.,Ola Wihlborg,38,71,77,"Oak, Grey, Brown",True,3.2,348
IKEA00368,TROFAST,TV Unit,4063,Simple design with clean Scandinavian lines.,Ola Wihlborg,79,195,170,"Black, Brown, Beige",True,3.5,106
IKEA00369,BRIMNES,TV Unit,32427,Durable furniture with practical storage space.,Henrik Preutz,36,201,197,"Oak, White, Brown",True,4.8,167
IKEA00370,EKET,Storage,22017,Affordable and stylish furniture for everyday use.,Henrik Preutz,94,69,174,"Beige, Blue, Brown",False,3.3,165
IKEA00371,HEMNES,Desk,47173,Space-saving furniture with easy assembly.,Monika Mulder,55,122,64,"Beige, Oak, Blue",False,3.7,161
IKEA00372,EKET,Cabinet,7631,Compact furniture suitable for small apartments.,Ola Wihlborg,30,101,65,"Oak, Brown, Beige",True,4.5,461
IKEA00373,KALLAX,Cabinet,41893,Modern Scandinavian furniture with a simple and functional design.,Ola Wihlborg,94,133,181,"Oak, White, Grey",True,4.1,281
IKEA00374,EKET,Dining Furniture,10239,Durable furniture with practical storage space.,Monika Mulder,48,180,104,"Brown, Oak, Grey",True,3.8,262
IKEA00375,KALLAX,Dining Furniture,16154,Simple design with clean Scandinavian lines.,Ola Wihlborg,41,161,65,"Green, Black, Blue",True,4.5,252
IKEA00376,BESTA,Sofa,14839,Simple design with clean Scandinavian lines.,Monika Mulder,49,46,97,"Beige, Black, White",True,4.0,410
IKEA00377,BESTA,Bookshelf,31279,Minimalist design suitable for modern homes.,IKEA Design Team,25,196,112,"Black, Beige, Grey",True,4.7,139
IKEA00378,POANG,Cabinet,37865,Compact furniture suitable for small apartments.,Monika Mulder,68,123,180,"Black, Grey, Brown",False,4.9,119
IKEA00379,MICKE,Bookshelf,23626,Simple design with clean Scandinavian lines.,Henrik Preutz,82,153,184,"White, Grey, Black",False,3.3,44
IKEA00380,MICKE,Dining Furniture,18902,Compact furniture suitable for small apartments.,Jon Karlsson,43,70,122,"Black, Beige, Green",False,4.6,373
IKEA00381,BILLY,Storage,44750,Minimalist design suitable for modern homes.,Monika Mulder,46,181,71,"Blue, White, Black",True,3.3,308
IKEA00382,MALM,Table,41756,Affordable and stylish furniture for everyday use.,IKEA Design Team,93,67,44,"Brown, Green, Black",False,4.2,293
IKEA00383,ALEX,Sofa,47655,Space-saving furniture with easy assembly.,Henrik Preutz,30,85,144,"Green, Blue, Oak",True,3.4,215
IKEA00384,POANG,Table,38683,Simple design with clean Scandinavian lines.,Jon Karlsson,99,198,160,"Grey, Black, Beige",True,4.8,310
IKEA00385,POANG,Chair,15560,Minimalist design suitable for modern homes.,Monika Mulder,36,57,34,"Oak, Grey, Blue",False,4.7,315
IKEA00386,BILLY,Table,31685,Affordable and stylish furniture for everyday use.,Ola Wihlborg,24,166,158,"Black, White, Oak",True,4.8,281
